"","davis_family","genus","lat","lon","Geological.period"
"1718","Betulaceae","Alnus",44.05,142.383,"Holocene"
"1719","Compositae","Artemisia",44.05,142.383,"Holocene"
"1720","Betulaceae","Betula",44.05,142.383,"Holocene"
"1721","Betulaceae","Corylus",44.05,142.383,"Holocene"
"1722","Celastraceae","Euonymus",44.05,142.383,"Holocene"
"1723","Oleaceae","Fraxinus",44.05,142.383,"Holocene"
"1724","Aquifoliaceae","Ilex",44.05,142.383,"Holocene"
"1725","Myricaceae","Myrica",44.05,142.383,"Holocene"
"1726","Fagaceae","Quercus",44.05,142.383,"Holocene"
"1727","Salicaceae","Salix",44.05,142.383,"Holocene"
"1728","Ulmaceae","Ulmus",44.05,142.383,"Holocene"
"1729","Fagaceae","Quercus",44.05,142.3833333,"Last glacial period"
"1730","Betulaceae","Betula",44.05,142.3833333,"Last glacial period"
"1731","Juglandaceae","Juglans",44.05,142.3833333,"Last glacial period"
"1732","Ulmaceae","Ulmus",44.05,142.3833333,"Last glacial period"
"1733","Betulaceae","Carpinus",44.05,142.3833333,"Last glacial period"
"1734","Sapindaceae","Acer",44.05,142.3833333,"Last glacial period"
"1735","Aquifoliaceae","Ilex",44.05,142.3833333,"Last glacial period"
"1736","Betulaceae","Alnus",44.05,142.3833333,"Last glacial period"
"1737","Myricaceae","Myrica",44.05,142.3833333,"Last glacial period"
"1738","Compositae","Artemisia",44.05,142.3833333,"Last glacial period"
"1739","Betulaceae","Corylus",44.05,142.3833333,"Last glacial period"
"1740","Polygonaceae","Polygonum",44.05,142.3833333,"Last glacial period"
"1741","Caprifoliaceae","Lonicera",44.05,142.3833333,"Last glacial period"
"1742","Sapindaceae","Acer",44.05,142.383,"Last glacial period"
"1743","Betulaceae","Alnus",44.05,142.383,"Last glacial period"
"1744","Compositae","Artemisia",44.05,142.383,"Last glacial period"
"1745","Betulaceae","Betula",44.05,142.383,"Last glacial period"
"1746","Betulaceae","Corylus",44.05,142.383,"Last glacial period"
"1747","Celastraceae","Euonymus",44.05,142.383,"Last glacial period"
"1748","Aquifoliaceae","Ilex",44.05,142.383,"Last glacial period"
"1749","Caprifoliaceae","Lonicera",44.05,142.383,"Last glacial period"
"1750","Myricaceae","Myrica",44.05,142.383,"Last glacial period"
"1751","Polygonaceae","Polygonum",44.05,142.383,"Last glacial period"
"1752","Fagaceae","Quercus",44.05,142.383,"Last glacial period"
"1753","Anacardiaceae","Rhus",44.05,142.383,"Last glacial period"
"1754","Salicaceae","Salix",44.05,142.383,"Last glacial period"
"1755","Ulmaceae","Ulmus",44.05,142.383,"Last glacial period"
"1756","Betulaceae","Betula",44.290712,142.424569,"Holocene"
"1757","Fagaceae","Quercus",44.290712,142.424569,"Holocene"
"1758","Ulmaceae","Ulmus",44.290712,142.424569,"Holocene"
"1759","Juglandaceae","Juglans",44.290712,142.424569,"Holocene"
"1760","Betulaceae","Carpinus",44.290712,142.424569,"Holocene"
"1761","Oleaceae","Fraxinus",44.290712,142.424569,"Holocene"
"1762","Malvaceae","Tilia",44.290712,142.424569,"Holocene"
"1763","Betulaceae","Corylus",44.290712,142.424569,"Holocene"
"1764","Fagaceae","Fagus",44.290712,142.424569,"Holocene"
"1765","Salicaceae","Salix",44.290712,142.424569,"Holocene"
"1766","Betulaceae","Alnus",44.290712,142.424569,"Holocene"
"1767","Aquifoliaceae","Ilex",44.290712,142.424569,"Holocene"
"1768","Oleaceae","Ligustrum",44.290712,142.424569,"Holocene"
"1769","Myricaceae","Myrica",44.290712,142.424569,"Holocene"
"1770","Compositae","Artemisia",44.290712,142.424569,"Holocene"
"1771","Betulaceae","Betula",44.290712,142.424569,"Last glacial period"
"1772","Fagaceae","Quercus",44.290712,142.424569,"Last glacial period"
"1773","Ulmaceae","Ulmus",44.290712,142.424569,"Last glacial period"
"1774","Juglandaceae","Juglans",44.290712,142.424569,"Last glacial period"
"1775","Betulaceae","Alnus",44.290712,142.424569,"Last glacial period"
"1776","Aquifoliaceae","Ilex",44.290712,142.424569,"Last glacial period"
"1777","Myricaceae","Myrica",44.290712,142.424569,"Last glacial period"
"1778","Compositae","Artemisia",44.290712,142.424569,"Last glacial period"
"1779","Sapindaceae","Acer",44.92626,142.047276,"Pleistocene"
"1780","Betulaceae","Alnus",44.92626,142.047276,"Pleistocene"
"1781","Compositae","Artemisia",44.92626,142.047276,"Pleistocene"
"1782","Betulaceae","Betula",44.92626,142.047276,"Pleistocene"
"1783","Betulaceae","Carpinus",44.92626,142.047276,"Pleistocene"
"1784","Juglandaceae","Carya",44.92626,142.047276,"Pleistocene"
"1785","Fagaceae","Castanea",44.92626,142.047276,"Pleistocene"
"1786","Betulaceae","Corylus",44.92626,142.047276,"Pleistocene"
"1787","Fagaceae","Fagus",44.92626,142.047276,"Pleistocene"
"1788","Oleaceae","Fraxinus",44.92626,142.047276,"Pleistocene"
"1789","Aquifoliaceae","Ilex",44.92626,142.047276,"Pleistocene"
"1790","Juglandaceae","Juglans",44.92626,142.047276,"Pleistocene"
"1791","Myricaceae","Myrica",44.92626,142.047276,"Pleistocene"
"1792","Rutaceae","Phellodendron",44.92626,142.047276,"Pleistocene"
"1793","Polygonaceae","Polygonum",44.92626,142.047276,"Pleistocene"
"1794","Juglandaceae","Pterocarya",44.92626,142.047276,"Pleistocene"
"1795","Fagaceae","Quercus",44.92626,142.047276,"Pleistocene"
"1796","Salicaceae","Salix",44.92626,142.047276,"Pleistocene"
"1797","Styracaceae","Styrax",44.92626,142.047276,"Pleistocene"
"1798","Malvaceae","Tilia",44.92626,142.047276,"Pleistocene"
"1799","Ulmaceae","Ulmus",44.92626,142.047276,"Pleistocene"
"1800","Betulaceae","Betula",45.110362,141.701899,"Last glacial period"
"1801","Fagaceae","Quercus",45.110362,141.701899,"Last glacial period"
"1802","Ulmaceae","Ulmus",45.110362,141.701899,"Last glacial period"
"1803","Juglandaceae","Juglans",45.110362,141.701899,"Last glacial period"
"1804","Betulaceae","Alnus",45.110362,141.701899,"Last glacial period"
"1805","Aquifoliaceae","Ilex",45.110362,141.701899,"Last glacial period"
"1806","Betulaceae","Corylus",45.110362,141.701899,"Last glacial period"
"1807","Compositae","Artemisia",45.110362,141.701899,"Last glacial period"
"1808","Polygonaceae","Polygonum",45.110362,141.701899,"Last glacial period"
"1809","Chloranthaceae","Chloranthus",45.110362,141.701899,"Last glacial period"
"1810","Fagaceae","Quercus",45.23333333,141.25,"Holocene"
"1811","Betulaceae","Betula",45.23333333,141.25,"Holocene"
"1812","Fagaceae","Quercus",45.43333333,141.0333333,"Holocene"
"1813","Betulaceae","Alnus",45.43333333,141.0333333,"Holocene"
"1814","Betulaceae","Betula",45.43333333,141.0333333,"Holocene"
"1815","Ulmaceae","Ulmus",45.43333333,141.0333333,"Holocene"
